人气排序,小说名称,作者,小说类型,总点击数,会员周点击数,总字数,评论数,评分,小说性质,写作进程,授权状态,更新时间
574,十州风云志,知秋,玄幻小说,593221,63,1296190,7226,9.8,公众作品,新书上传,Ａ级签约,2015/10/26 18:01
575,卖主角的小主神,笔落黄沙,科幻小说,406719,132,2676373,5310,9.8,公众作品,新书上传,Ａ级签约,2016/10/23 12:00
576,光路星途,沐还刃,都市小说,432468,93,4021550,5166,9.6,公众作品,已经完本,Ａ级签约,2016/5/20 15:42
577,电脑中的幻想世界,迷茫的蛇,科幻小说,1434899,265,3596043,4707,8.8,公众作品,已经完本,Ａ级签约,2015/3/31 18:09
578,大唐城管大队,天道一念,历史小说,413052,24,1355307,2451,10,公众作品,已经完本,Ａ级签约,2015/7/19 14:59
579,地球试炼场,梦狂风,科幻小说,465449,52,481590,2356,9.7,公众作品,已经完本,Ａ级签约,2015/9/10 22:34
580,三国之荆州我做主,汉胄,历史小说,342484,35,1607243,1051,10,公众作品,已经完本,Ａ级签约,2015/8/9 0:35
581,宝瞳,东人,都市小说,663413,146,4271371,7881,9.7,公众作品,已经完本,Ａ级签约,2016/7/17 10:14
582,势利眼,狂奔的海马,都市小说,659990,46,2002940,4477,6.3,公众作品,已经完本,Ａ级签约,2016/2/3 9:42
583,重启平行人生,云落竹,都市小说,271526,46,1166529,3168,9.9,公众作品,新书上传,Ａ级签约,2016/10/11 23:49
584,不收妹子还穿什么越,战争主宰,二次元小说,431188,6,44110,3498,9.6,VIP作品,新书上传,专属作品,2016/3/17 21:02
585,锦衣当权,长风,历史小说,354735,12,2402845,2934,9.8,公众作品,接近尾声,Ａ级签约,2016/6/18 11:12
586,王牌,庭雨,科幻小说,83318,36,3830238,279,9.5,公众作品,连载中,签约作品,2015/5/13 12:30
587,综漫从幻想乡开始,天与地的境界线,二次元小说,190255,3,383795,1152,10,VIP作品,新书上传,专属作品,2016/5/21 19:17
588,他的青春物语果然很有问题,无视苦痛笑着,二次元小说,109266,86,609414,1194,10,VIP作品,新书上传,专属作品,2016/10/16 11:40
589,大盗贼,泛舟填词,游戏小说,1333677,1035,2363920,33725,9.6,公众作品,连载中,Ａ级签约,2016/10/23 0:10
590,三栖特种兵,人一介,都市小说,285683,55,4363952,19806,9.9,公众作品,情节展开,Ａ级签约,2016/10/22 21:40
591,进化的四十六亿重奏,相位行者,科幻小说,1127829,295,6276086,22275,9.9,公众作品,新书上传,Ａ级签约,2016/10/22 21:53
592,单机版山寨主神,耳火大帝,科幻小说,253109,32,856141,1112,10,公众作品,已经完本,Ａ级签约,2015/5/22 19:20
593,远坂家不是魔术师是训练师,进击的御坂酱,二次元小说,200032,44,446783,1276,10,VIP作品,新书上传,专属作品,2016/4/17 21:29
594,白银之轮,悲剧山伯爵,玄幻小说,305849,272,3884736,12549,9.9,公众作品,连载中,Ａ级签约,2016/10/23 10:14
595,步步生莲,月关,历史小说,25203056,185,3573664,148511,8.7,公众作品,已经完本,Ａ级签约,2011/5/15 10:35
596,网游之白帝无双,是否可以留下,游戏小说,206063,83,1498978,3279,10,公众作品,新书上传,Ａ级签约,2016/10/22 21:14
597,重生爆利电子业,编织成的梦,职场小说,467932,73,2297946,5584,9.9,公众作品,已经完本,Ａ级签约,2015/10/3 18:53
598,武侠之父,梵说,职场小说,863581,461,1539076,9566,9.4,公众作品,精彩纷呈,Ａ级签约,2016/10/22 23:25
599,位面大穿越,兰陵王小生,科幻小说,624845,108,3159603,5608,9.5,公众作品,已经完本,Ａ级签约,2016/6/28 19:30
600,超人漫威历险记,凤幻灵,科幻小说,244234,167,829619,985,9,公众作品,连载中,Ａ级签约,2016/10/21 22:09
601,汉魏文魁,赤军,历史小说,677908,72,2742513,6978,9.7,公众作品,已经完本,Ａ级签约,2016/3/26 17:08
602,太古神王,净无痕,玄幻小说,953966,850,3899577,49342,9.6,公众作品,连载中,签约作品,2016/10/23 12:36
603,超级宠物外挂,超级外挂,仙侠小说,289785,22,339936,1039,9.1,公众作品,新书上传,Ａ级签约,2016/6/12 0:02
604,幻想降临时,白色的橙子,科幻小说,426748,228,2003434,3950,9.1,公众作品,连载中,Ａ级签约,2016/10/16 10:08
605,庆余年,猫腻,历史小说,22011430,270,3934407,33544,8.5,公众作品,已经完本,Ａ级签约,2009/4/29 21:49
606,穿越一八五三,酥酥麻麻,历史小说,428868,97,2433503,4619,9.9,公众作品,已经完本,Ａ级签约,2016/4/5 9:51
607,我的超能力列表,虫2,都市小说,1107801,79,2376095,5929,9.6,公众作品,已经完本,Ａ级签约,2015/4/29 18:50
608,真理之扉,起司面包圈,科幻小说,339594,39,1271512,1558,9.9,VIP作品,暂　停,Ａ级,2016/7/1 20:45
609,唤神,猪兔同眠,玄幻小说,691243,8,2195458,6042,9.8,公众作品,情节展开,Ａ级签约,2016/9/3 23:46
610,重生星二代,笑溪溪,都市小说,615022,59,1475430,1747,9.7,公众作品,已经完本,Ａ级签约,2015/8/31 16:10
611,平凡的明穿日子,宁小钗,历史小说,1026524,126,4363748,4402,9.4,公众作品,已经完本,Ａ级签约,2015/9/19 15:45
612,大话西游异界独尊,无恨生,玄幻小说,360968,12,731472,1886,9.9,公众作品,情节展开,Ａ级签约,2015/7/31 1:17
613,修道大掌教,滴水淹城,玄幻小说,315150,21,530109,1466,0,公众作品,已经完本,Ａ级签约,2016/10/2 19:28
614,穿越之主角系统,逆水之叶,武侠小说,1650341,507,2939894,6795,9.4,公众作品,新书上传,Ａ级签约,2016/10/22 23:23
615,智能密码,乙玄,都市小说,927627,36,404128,1118,10,公众作品,情节展开,Ａ级签约,2015/4/27 23:17
616,从岛主到国王,符宝,都市小说,1200070,131,1728265,21774,9.7,公众作品,已经完本,Ａ级签约,2016/7/9 22:24
617,游戏开发巨头,烟雨料峭,都市小说,364751,51,2884198,3562,9.2,公众作品,已经完本,Ａ级签约,2016/2/1 0:11
618,地府传承系统,今朝,都市小说,527083,65,1399529,2585,9.2,公众作品,已经完本,Ａ级签约,2015/8/2 12:24
619,截教之封神再起,江湖游鱼,仙侠小说,128606,10,149049,318,0,VIP作品,新书上传,专属作品,2015/6/8 21:36
620,乡下奇农,猷莫,都市小说,550364,343,4442869,3174,8.7,公众作品,连载中,Ａ级签约,2016/10/23 14:20
621,真实武力,谢尔曼杨,科幻小说,492952,23,1417103,2503,9.8,公众作品,新书上传,Ａ级签约,2015/8/7 23:22
622,异界之英雄联盟商场,时人雨,奇幻小说,167758,90,1265484,2566,9,公众作品,连载中,Ａ级签约,2016/10/22 2:51
623,穿梭时空的时崎狂三,琥珀小猫,科幻小说,111162,8,244369,841,10,VIP作品,新书上传,专属作品,2016/5/29 19:52
624,未来之树,穿过红尘,游戏小说,202047,22,973705,2556,9.7,公众作品,已经完本,Ａ级签约,2016/1/18 16:39
625,我的幻想世界,地球本地人,科幻小说,891815,1316,4258332,8970,9.8,公众作品,精彩纷呈,Ａ级签约,2016/10/22 22:47
626,位面之大冒险,半山小树,科幻小说,676090,127,3217998,4016,10,公众作品,已经完本,Ａ级签约,2016/7/29 16:26
627,宅在随身空间,明渐,都市小说,601432,92,2584967,3860,9,公众作品,已经完本,Ａ级签约,2015/6/1 10:56
628,征战韩娱,三女婿,都市小说,212542,13,1781225,2051,9.9,公众作品,已经完本,Ａ级签约,2015/10/8 21:01
629,立鼎1894,鲁东道夫,历史小说,484597,45,2616964,4496,9.3,公众作品,新书上传,Ａ级签约,2016/2/8 6:12
630,西游之妖,神秘道人,仙侠小说,469853,277,1527431,2885,7.9,公众作品,新书上传,Ａ级签约,2016/10/23 10:50
631,重生1991,安平泰,都市小说,3244327,1051,12983538,6812,7.8,公众作品,接近尾声,Ａ级签约,2016/10/22 20:05
632,恶魔指轮,余香绕指尖,科幻小说,316645,379,248312,2828,9.8,公众作品,新书上传,Ａ级签约,2016/10/22 1:32
633,东京_种之黑光,深海狂触,二次元小说,116782,5,141164,1093,0,VIP作品,暂停,专属作品,2015/6/23 23:06
634,剑道独尊,剑游太虚,玄幻小说,15921445,268,4097553,38611,9.7,公众作品,已经完本,Ａ级签约,2015/6/16 23:40
635,韩娱大前辈,尼斯湖熊猫,都市小说,205547,72,3204959,2487,9,公众作品,新书上传,Ａ级签约,2016/10/22 23:48
636,高衙内的幸福生活,越杉,历史小说,299249,8,692945,1025,7,公众作品,新书上传,Ａ级签约,2015/5/5 18:07
637,跃马回明,淡墨青衫.QD,历史小说,242149,20,258216,1030,10,公众作品,新书上传,Ａ级签约,2015/5/24 19:01
638,皇女饲养计划,姐姐的新娘,游戏小说,265543,18,587775,2444,9.6,公众作品,已经完本,Ａ级签约,2015/5/11 17:27
639,逍遥小邪仙,超级奶爸,玄幻小说,1520043,19,1885722,4669,9.8,公众作品,已经完本,Ａ级签约,2016/1/31 23:55
640,英雄联盟之凌驾一切,无敌飞天猫,游戏小说,703834,70,1115209,5655,8.4,公众作品,已经完本,Ａ级签约,2016/7/24 17:41
641,回到过去变成猫,陈词懒调,都市小说,2265500,279,1444114,51519,9.8,公众作品,已经完本,Ａ级签约,2016/6/27 12:17
642,穿越在电影世界,斗渔,科幻小说,1777732,141,2693714,4635,9.5,公众作品,情节展开,Ａ级签约,2015/7/15 22:53
643,明朝卦师,沐轶,历史小说,376027,14,501480,1253,9,公众作品,已经完本,Ａ级签约,2015/6/18 12:01
644,踏上柴刀之路,易慎言Mk2,科幻小说,87651,18,130363,907,10,VIP作品,新书上传,专属作品,2015/10/22 15:45
645,终极一班之我是雷克斯,风雪寒漠,二次元小说,250019,22,1095651,3076,8,VIP作品,已经完本,专属作品,2016/9/2 23:32
646,美利坚之山林称王,小王山,都市小说,429972,69,1832283,1387,10,公众作品,已经完本,Ａ级签约,2016/1/31 5:26
647,最保镖,修罗风隼,职场小说,321535,68,1561174,1522,3.2,公众作品,新书上传,Ａ级签约,2015/10/14 0:20
648,韩娱之禁区圈,月入梧桐,职场小说,145832,28,671320,1180,10,VIP作品,新书上传,专属作品,2016/9/26 20:39
649,重生之超级食神,离火加农炮,都市小说,451138,129,1711417,3011,9.4,公众作品,已经完本,Ａ级签约,2015/11/25 14:01
650,异界变身之亡灵战记,包子特工,二次元小说,232320,130,1882043,3047,9,公众作品,已经完本,Ａ级签约,2016/4/6 19:22
651,超级位面帝国,黄刑,都市小说,345648,41,580638,982,10,公众作品,已经完本,Ａ级签约,2016/6/3 20:02
652,时空旅行者的探险队,黑猫不怕黑,科幻小说,911803,43,2142676,4616,9.5,公众作品,新书上传,Ａ级签约,2015/10/12 2:45
653,神盾局遇上安布雷拉,纪云迹,科幻小说,331874,38,772301,1010,10,公众作品,已经完本,Ａ级签约,2015/8/7 20:21
654,如何炸掉月球,驾雾,都市小说,249969,20,518940,810,10,公众作品,已经完本,Ａ级签约,2015/5/23 12:09
655,极具恐怖,弹指一笑间0,灵异小说,489764,56,2628894,5941,9.8,公众作品,已经完本,Ａ级签约,2015/6/23 15:54
656,吃鬼的男孩,恐怖的阿肥,灵异小说,545676,225,5309277,11041,9.9,公众作品,连载中,Ａ级签约,2016/10/23 17:00
657,无限之空间轮回,东逝水,科幻小说,301232,57,1135746,2392,10,公众作品,已经完本,Ａ级签约,2015/7/4 19:01
658,逆诛仙,知邪.QD,二次元小说,211070,30,448889,896,6.7,VIP作品,新书上传,专属作品,2016/5/3 11:50
659,我的青春恋爱物语果然想多了,高二病毕业,二次元小说,124097,14,900060,1181,10,VIP作品,精彩纷呈,专属作品,2016/9/16 19:10
660,您呼叫的英雄不在服务区,云外绯想天,奇幻小说,375867,14,4041880,5227,9.9,公众作品,新书上传,Ａ级签约,2016/1/16 15:21
661,妖精的尾巴之不死鸟,维维亚米利欧,二次元小说,323912,36,599009,1425,10,VIP作品,新书上传,专属作品,2016/10/10 15:40
662,神明大人的悠哉日常,怪化猫,都市小说,236487,31,384463,1573,9,公众作品,新书上传,Ａ级签约,2015/12/26 20:32
663,战神图戮,白银龙马,玄幻小说,422057,5,1012816,1864,10,公众作品,新书上传,Ａ级签约,2015/7/1 22:12
664,超级种植园,止二,玄幻小说,390007,88,1255205,1275,9.1,公众作品,已经完本,Ａ级签约,2015/10/27 21:31
665,月下的恶魔城,仙之琉璃,二次元小说,363524,68,714015,1553,10,VIP作品,已经完本,专属作品,2016/9/3 1:58
666,次元干涉者,梦现夜,科幻小说,305957,196,1820378,2459,9,公众作品,情节展开,Ａ级签约,2016/10/22 16:54
667,无限道武者路,饥饿2006,武侠小说,5738138,426,4050600,20838,9.3,公众作品,新书上传,Ａ级签约,2016/10/18 21:39
668,穿越携带乾坤鼎,暗石,仙侠小说,304033,144,1905328,2968,9.6,公众作品,已经完本,Ａ级签约,2016/3/16 8:18
669,海贼王之草帽副船长,一念长空,二次元小说,429337,207,506336,1918,10,VIP作品,新书上传,专属作品,2016/10/20 21:51
670,我的姐姐是傲娇,猫儿的拖延症,职场小说,82632,21,645161,1814,9.5,公众作品,情节展开,Ａ级签约,2016/9/22 13:27
671,超级称号,九城,都市小说,562748,15,653733,1615,9.3,公众作品,已经完本,Ａ级签约,2016/3/28 23:12
672,大器宗,不问苍生问鬼神,仙侠小说,1167285,124,6379421,12811,9.5,公众作品,精彩纷呈,Ａ级签约,2016/10/22 23:56
673,文圣天下,子莫语,玄幻小说,626044,18,2119583,2753,9.9,公众作品,已经完本,Ａ级签约,2015/11/14 14:05
674,天兵在1917,马口铁,历史小说,548758,214,7897243,11584,9.9,公众作品,新书上传,Ａ级签约,2016/10/23 13:00
675,网游秩序之剑,风之旅人,游戏小说,316461,414,3163518,5208,9.9,公众作品,情节展开,Ａ级签约,2016/10/22 23:54
676,最佳反派,丧失亲王,科幻小说,959692,84,1617570,5470,9.5,公众作品,接近尾声,Ａ级签约,2016/9/10 1:35
677,史上第一混乱,张小花,都市小说,9621228,300,1813717,19527,8,公众作品,已经完本,Ａ级签约,2009/5/22 1:00
678,我的明末生涯,574981,历史小说,492110,97,2225523,2450,9,公众作品,已经完本,Ａ级签约,2015/11/9 11:57
679,卡牌铸造师,疯狂的陈小熊,游戏小说,232470,21,759224,1101,10,公众作品,新书上传,Ａ级签约,2015/8/26 10:51
680,最次元,稻叶书生,科幻小说,379309,48,792071,10440,9.7,公众作品,新书上传,Ａ级签约,2016/7/11 21:42
681,文壕,泥白佛,都市小说,430286,119,1718409,8236,9.4,公众作品,连载中,Ａ级签约,2016/10/20 18:06
682,末日新世界,暗黑茄子,科幻小说,1471592,163,2688608,6956,9.4,公众作品,已经完本,Ａ级签约,2015/1/31 19:01
683,传奇裁判,巨西城123,体育小说,216518,7,811702,2253,9.5,公众作品,新书上传,Ａ级签约,2016/1/9 17:01
684,逍遥派,白马出淤泥,武侠小说,772133,339,3871270,7382,9.6,公众作品,新书上传,Ａ级签约,2016/10/23 11:52
685,幻想乡缘起物语,天之轩,二次元小说,73288,15,416403,705,10,VIP作品,情节展开,专属作品,2016/10/9 12:35
686,最终进化,卷土,科幻小说,16795642,459,4589886,89289,9.8,公众作品,已经完本,Ａ级签约,2013/10/17 16:11
687,穿越在仙武世界,胡辣壳大包面,仙侠小说,611374,17,391619,747,0,公众作品,新书上传,Ａ级签约,2015/5/25 9:47
688,洪荒之金鸡报晓,灵石两渡,仙侠小说,334227,42,1078216,1064,10,VIP作品,新书上传,专属作品,2016/2/17 17:39
689,夺鼎1617,猛将如云,历史小说,942917,497,4597422,4488,9.5,公众作品,新书上传,Ａ级签约,2016/10/19 15:32
690,神话世界大冒险,水龙吟V,仙侠小说,805093,21,945814,2381,9.6,公众作品,已经完本,Ａ级签约,2015/10/31 21:19
691,穿越甲午之特种兵之王,博陵先生,历史小说,219472,314,4151890,627,10,公众作品,已经完本,签约作品,2016/1/20 12:00
692,英雄联盟之虚拟时代,可乐中毒,游戏小说,48174,13,177934,687,10,VIP作品,新书上传,专属作品,2016/9/2 18:37
693,汉末苍天,何处是酒家,历史小说,213412,21,753829,2304,9.9,公众作品,连载中,Ａ级签约,2016/8/21 0:10
694,我家农场有条龙,西方蜘蛛,都市小说,984901,350,3512897,10963,9.6,公众作品,新书上传,Ａ级签约,2016/10/23 15:00
695,无限自由者,格哈卡,科幻小说,890922,537,1807668,5961,9,公众作品,精彩纷呈,Ａ级签约,2016/10/23 17:59
696,盗墓笔记,南派三叔,灵异小说,21009697,271,1441873,11497,9.1,公众作品,精彩纷呈,Ａ级签约,2015/12/2 10:00
697,末日精神病院,青云之路无终点,科幻小说,569477,57,1830141,7232,9.5,公众作品,新书上传,Ａ级签约,2016/5/25 21:03
698,武神,苍天白鹤,玄幻小说,34047269,143,4786291,147730,9,公众作品,已经完本,Ａ级签约,2011/1/13 11:14
699,虫皇主宰,雨夜猫头鹰,玄幻小说,896644,29,1519086,6649,10,公众作品,已经完本,Ａ级签约,2015/12/5 23:52
700,拣宝,烛,都市小说,4991483,190,3176863,15743,9.6,公众作品,已经完本,Ａ级签约,2013/12/9 21:43
701,海贼王之写海贼的好多啊,一生之盟OL.QD,二次元小说,704678,57,842109,2956,10,VIP作品,新书上传,专属作品,2016/10/13 15:30
702,绝对暴力,边城 浪子,游戏小说,767722,35,2804602,6257,9.8,公众作品,已经完本,Ａ级签约,2015/5/22 12:01
703,魔神刻印,废铁行者,都市小说,179662,11,1413732,9111,10,公众作品,连载中,Ａ级签约,2016/8/30 7:42
704,得分之王,华晓鸥,体育小说,542303,77,2945777,6224,9.6,公众作品,已经完本,Ａ级签约,2016/7/20 8:38
705,火影之大科学家,前兆领袖,二次元小说,485220,66,346980,2006,6,VIP作品,新书上传,驻站作品,2016/10/1 17:23
706,三国之袁家我做主,臊眉耷目,历史小说,1767907,43,2451364,4540,9.7,公众作品,已经完本,Ａ级签约,2015/5/5 19:18
707,火影之血夜_种,任由一切随缘,二次元小说,107416,28,417594,731,0,VIP作品,已经完本,专属作品,2016/10/9 3:00
708,抗日之尖刀,自由的老枪,历史小说,586985,914,1992676,1600,10,VIP作品,新书上传,Ａ级,2016/10/22 13:11
709,最终智能,怕冷的火焰,都市小说,5549228,198,4574358,15907,9.1,公众作品,已经完本,Ａ级签约,2016/2/5 18:15
710,带着农场混异界,明宇,玄幻小说,4538353,266,21410094,15743,9.3,公众作品,新书上传,Ａ级签约,2016/10/23 12:00
711,东方结庐人,白明弦,二次元小说,400594,18,649341,2714,10,VIP作品,情节展开,签约作品,2016/2/11 21:44
712,重回无限,我的背影我的光,科幻小说,438281,34,849939,1690,8.9,公众作品,已经完本,Ａ级签约,2015/11/23 0:43
